"","INBRED","TESTER","mean"
"202","Inbred_1345","Tester_4301",1.04668314133333
"203","Inbred_1345","Tester_4306",0.991286949272727
"204","Inbred_1345","Tester_4320",0.993983726866667
"205","Inbred_1345","Tester_4321",0.952174560444444
"206","Inbred_1345","Tester_4327",1.038797909825
"207","Inbred_1345","Tester_4494",0.909632855416667
"208","Inbred_1345","Tester_4496",1.10081559644444
"209","Inbred_1345","Tester_4500",0.978601652434783
"210","Inbred_1345","Tester_4538",1.04237084
"211","Inbred_1345","Tester_5220",1.00390603636364
"212","Inbred_1345","Tester_5225",0.922664038
"213","Inbred_1345","Tester_5231",0.909360095545454
"214","Inbred_1345","Tester_5232",1.0202196754
"215","Inbred_1345","Tester_5233",0.930311507909091
"216","Inbred_1345","Tester_5240",0.991774414
"217","Inbred_1345","Tester_5249",1.028881479
"218","Inbred_1345","Tester_5254",1.01983272683333
"219","Inbred_1345","Tester_5323",1.0399684671
"220","Inbred_1345","Tester_5326",0.938498913125
"221","Inbred_1345","Tester_5345",1.08346366475
"222","Inbred_1345","Tester_5360",1.02139323575
"223","Inbred_1345","Tester_5364",0.972044678
"224","Inbred_1345","Tester_5368",1.02302379591304
"225","Inbred_1345","Tester_5369",0.972747505111111
"226","Inbred_1345","Tester_5372",1.03643715781818
"227","Inbred_1345","Tester_5377",0.999505667090909
"228","Inbred_1345","Tester_5380",0.9318496583
"229","Inbred_1345","Tester_5382",0.986092629454545
"230","Inbred_1345","Tester_5392",1.04403452145455
"231","Inbred_1345","Tester_5503",1.06098482455556
"232","Inbred_1345","Tester_5508",0.9576818637
"233","Inbred_1345","Tester_5510",1.05831922552174
"234","Inbred_1345","Tester_5523",1.01173025254545
"235","Inbred_1345","Tester_5524",1.03273018922449
"236","Inbred_1345","Tester_5526",1.02971989979487
"237","Inbred_1345","Tester_5527",1.00743235052174
"238","Inbred_1345","Tester_5528",1.05194139966667
"239","Inbred_1345","Tester_5530",0.945242630454545
"240","Inbred_1345","Tester_5535",1.09242173591667
"241","Inbred_1345","Tester_6201",0.888334314
"242","Inbred_1345","Tester_6202",0.898878793181818
"243","Inbred_1345","Tester_6209",1.00114798872727
"244","Inbred_1345","Tester_6226",1.02454771853846
"245","Inbred_1345","Tester_6227",0.887307636666667
"246","Inbred_1345","Tester_6257",0.951242007
"247","Inbred_1345","Tester_6287",1.0366869462
"248","Inbred_1345","Tester_6290",1.0199206534
"249","Inbred_1345","Tester_6298",0.924545825
"250","Inbred_1345","Tester_6314",0.981789990545455
"251","Inbred_1345","Tester_6329",0.930535676
"252","Inbred_1345","Tester_6336",1.06508516590909
"253","Inbred_1345","Tester_6348",1.07450107891667
"254","Inbred_1345","Tester_6355",1.03070513827273
"255","Inbred_1345","Tester_6357",1.01039579764286
"256","Inbred_1345","Tester_6417",0.918772510166667
"257","Inbred_1345","Tester_6902",1.083836455
"258","Inbred_1345","Tester_6913",0.982822329181818
"259","Inbred_1345","Tester_8005",1.0435832253
"260","Inbred_1345","Tester_8006",1.0495432739
"261","Inbred_1345","Tester_8009",0.981887574777778
"262","Inbred_1345","Tester_8014",1.01793208311111
"263","Inbred_1345","Tester_8019",0.986630212
"264","Inbred_1345","Tester_8035",0.9842396168
"265","Inbred_1345","Tester_8044",1.06030523285714
"266","Inbred_1345","Tester_8084",0.917542327142857
"267","Inbred_1345","Tester_8205",0.999764767909091
"268","Inbred_1346","Tester_1349",0.963633127833333
"269","Inbred_1346","Tester_3521",0.98038538176
"270","Inbred_1346","Tester_3567",0.95173747184
"271","Inbred_1346","Tester_3573",0.9738600584
"272","Inbred_1346","Tester_3577",0.884408965333333
"273","Inbred_1346","Tester_3582",0.974508306444444
"274","Inbred_1346","Tester_4217",1.02944486509091
"275","Inbred_1346","Tester_4327",1.11706114327273
"276","Inbred_1346","Tester_5364",1.07319371345455
"277","Inbred_1346","Tester_5372",1.03570087690909
"278","Inbred_1346","Tester_5375",1.00599603722222
"279","Inbred_1346","Tester_5508",0.962106166222222
"280","Inbred_1346","Tester_5510",0.991766944909091
"281","Inbred_1346","Tester_5524",1.00643437763636
"282","Inbred_1346","Tester_5526",0.93446710275
"283","Inbred_1346","Tester_5542",1.00333397955556
"284","Inbred_1346","Tester_5545",1.03191956455556
"285","Inbred_1346","Tester_6290",0.992767079666667
"286","Inbred_1346","Tester_6293",1.02104992088889
"287","Inbred_1346","Tester_6357",0.918070556125
"288","Inbred_1347","Tester_2652",0.997102937444444
"289","Inbred_1347","Tester_4251",0.953779084
"290","Inbred_1347","Tester_4252",0.926531564545454
"291","Inbred_1347","Tester_4269",1.0262928855
"292","Inbred_1347","Tester_4373",1.01019222639286
"293","Inbred_1347","Tester_4509",1.00612107783333
"294","Inbred_1347","Tester_4541",0.965260862142857
"295","Inbred_1347","Tester_5197",0.986520819
"296","Inbred_1347","Tester_5285",1.0697681374
"297","Inbred_1347","Tester_5300",1.08121157644444
"298","Inbred_1347","Tester_5305",1.02714235116667
"299","Inbred_1347","Tester_5311",0.938664489555556
"300","Inbred_1347","Tester_5435",0.9743841885
"301","Inbred_1347","Tester_5440",0.999733389
"302","Inbred_1347","Tester_5481",0.947696696842105
"303","Inbred_1347","Tester_5483",1.046296137625
"304","Inbred_1347","Tester_5495",1.034825634
"305","Inbred_1347","Tester_5573",0.976136116272727
"306","Inbred_1347","Tester_5578",1.07023275677778
"307","Inbred_1347","Tester_5593",1.03346672233333
"308","Inbred_1348","Tester_4251",0.917737322416667
"309","Inbred_1348","Tester_4252",0.870956927
"310","Inbred_1348","Tester_4373",0.963128267928571
"311","Inbred_1348","Tester_4509",0.967051499
"312","Inbred_1348","Tester_5285",1.0454575918
"313","Inbred_1348","Tester_5300",0.998978618833333
"314","Inbred_1348","Tester_5435",0.937462903666667
"315","Inbred_1348","Tester_5481",0.945505546545454
"316","Inbred_1348","Tester_5489",0.9962900915
"317","Inbred_1348","Tester_5558",0.943083506818182
"318","Inbred_1348","Tester_5573",1.01046142583333
"319","Inbred_1348","Tester_5574",0.953374527583333
"320","Inbred_1348","Tester_5593",0.918330915416667
"321","Inbred_1349","Tester_2636",0.8293876442
"322","Inbred_1349","Tester_2724",0.9438899226
"323","Inbred_1349","Tester_2736",0.966829089333333
"324","Inbred_1349","Tester_4238",1.09579184077778
"325","Inbred_1349","Tester_4250",0.946950173444444
"326","Inbred_1349","Tester_4251",1.04958508688889
"327","Inbred_1349","Tester_4252",0.945002623333333
"328","Inbred_1349","Tester_4262",1.04000837133333
"329","Inbred_1349","Tester_4264",1.00262180655556
"330","Inbred_1349","Tester_4269",0.998071169
"331","Inbred_1349","Tester_4270",1.00084878644444
"332","Inbred_1349","Tester_4348",0.9835377443
"333","Inbred_1349","Tester_4353",1.00972842833333
"334","Inbred_1349","Tester_4354",0.9454666051
"335","Inbred_1349","Tester_4356",0.992124443909091
"336","Inbred_1349","Tester_4357",0.938780645333333
"337","Inbred_1349","Tester_4359",1.00207341590909
"338","Inbred_1349","Tester_4360",1.014765122
"339","Inbred_1349","Tester_4361",0.946389869888889
"340","Inbred_1349","Tester_4367",0.961926589875
"341","Inbred_1349","Tester_4370",1.1000776229
"342","Inbred_1349","Tester_4372",0.843689831166667
"343","Inbred_1349","Tester_4388",1.01551517308333
"344","Inbred_1349","Tester_4393",1.03188074825
"345","Inbred_1349","Tester_4473",1.03031067590476
"346","Inbred_1349","Tester_4509",1.01903437778261
"347","Inbred_1349","Tester_4540",0.921848969333333
"348","Inbred_1349","Tester_4541",0.9720311865
"349","Inbred_1349","Tester_5262",0.9571212023
"350","Inbred_1349","Tester_5276",1.0546726076
"351","Inbred_1349","Tester_5277",0.9954891862
"352","Inbred_1349","Tester_5284",0.989452098222222
"353","Inbred_1349","Tester_5285",0.940860649
"354","Inbred_1349","Tester_5300",1.06084724888889
"355","Inbred_1349","Tester_5305",0.982620921454545
"356","Inbred_1349","Tester_5307",1.004032956
"357","Inbred_1349","Tester_5311",1.00214371172727
"358","Inbred_1349","Tester_5318",1.03045268288889
"359","Inbred_1349","Tester_5404",1.06084887981818
"360","Inbred_1349","Tester_5406",0.949231781666667
"361","Inbred_1349","Tester_5421",1.0211157373
"362","Inbred_1349","Tester_5422",0.9848860898
"363","Inbred_1349","Tester_5433",0.885684865333333
"364","Inbred_1349","Tester_5435",1.01398670433333
"365","Inbred_1349","Tester_5442",1.0348530519
"366","Inbred_1349","Tester_5559",1.0645508115
"367","Inbred_1349","Tester_5563",1.01505904533333
"368","Inbred_1349","Tester_5568",0.878209797952381
"369","Inbred_1349","Tester_5573",0.983516586
"370","Inbred_1349","Tester_5574",1.07069066366667
"371","Inbred_1349","Tester_5580",1.084527770875
"372","Inbred_1349","Tester_5592",0.932180203060606
"373","Inbred_1349","Tester_5593",0.898233819346154
"374","Inbred_1349","Tester_5601",0.977763497333333
"375","Inbred_1349","Tester_5604",1.07036967425
"376","Inbred_1349","Tester_6234",0.985820155666667
"377","Inbred_1349","Tester_6236",0.97602620675
"378","Inbred_1349","Tester_6243",0.930707826
"379","Inbred_1349","Tester_6248",1.00713831316667
"380","Inbred_1349","Tester_6252",0.904826429833333
"381","Inbred_1349","Tester_6253",0.955215318
"382","Inbred_1349","Tester_6254",0.99145576225
"383","Inbred_1349","Tester_6866",1.074422813875
"384","Inbred_1349","Tester_7978",1.0416715975
"385","Inbred_1349","Tester_7979",0.922290714222222
"386","Inbred_1349","Tester_7984",1.02014478088889
"387","Inbred_1349","Tester_7991",0.97904225225
"388","Inbred_1349","Tester_7992",0.986462958666667
"389","Inbred_1349","Tester_7993",0.927852180727273
"390","Inbred_1349","Tester_7994",1.03083510908333
"391","Inbred_1349","Tester_8051",1.00942835644444
"392","Inbred_1349","Tester_8052",0.984271181222222
"393","Inbred_1349","Tester_8053",0.986230343
"394","Inbred_1349","Tester_8057",1.07829241733333
"395","Inbred_1349","Tester_8070",0.97397893225
"396","Inbred_1349","Tester_8075",0.996524840625
"397","Inbred_1349","Tester_8078",1.08418408283333
"398","Inbred_1350","Tester_2747",1.01682014027273
"399","Inbred_1350","Tester_4251",0.982707362333333
"400","Inbred_1350","Tester_4252",0.988301973545455
"401","Inbred_1350","Tester_4509",0.996365791666667
"402","Inbred_1350","Tester_5285",1.1308770354
"403","Inbred_1350","Tester_5300",1.025979822
"404","Inbred_1350","Tester_5311",0.9468986421
"405","Inbred_1350","Tester_5435",0.999748771833333
"406","Inbred_1350","Tester_5481",1.02508477918182
"407","Inbred_1350","Tester_5558",0.920353011083333
"408","Inbred_1350","Tester_5573",0.956808481916667
"409","Inbred_1350","Tester_5574",1.04534825575
"410","Inbred_1350","Tester_5593",0.965692463090909
"411","Inbred_1351","Tester_2636",0.865253667444444
"412","Inbred_1351","Tester_2652",1.0182283968
"413","Inbred_1351","Tester_2724",1.01741479844444
"414","Inbred_1351","Tester_4251",0.950558373833333
"415","Inbred_1351","Tester_4252",0.86216886625
"416","Inbred_1351","Tester_4269",1.001031015
"417","Inbred_1351","Tester_4270",0.8943930175
"418","Inbred_1351","Tester_4348",0.992385496
"419","Inbred_1351","Tester_4356",0.9614674094
"420","Inbred_1351","Tester_4359",0.932064873909091
"421","Inbred_1351","Tester_4360",0.90363143425
"422","Inbred_1351","Tester_4509",0.985814559083333
"423","Inbred_1351","Tester_5262",1.0437834717
"424","Inbred_1351","Tester_5285",1.0672344226
"425","Inbred_1351","Tester_5300",1.05953310791667
"426","Inbred_1351","Tester_5305",1.0255549305
"427","Inbred_1351","Tester_5311",0.963293220333333
"428","Inbred_1351","Tester_5435",1.02702252016667
"429","Inbred_1351","Tester_5440",1.0436513576
"430","Inbred_1351","Tester_5481",1.03162170133333
"431","Inbred_1351","Tester_5483",0.9899269885
"432","Inbred_1351","Tester_5495",1.02727813822222
"433","Inbred_1351","Tester_5558",0.995565402272727
"434","Inbred_1351","Tester_5573",1.01209770958333
"435","Inbred_1351","Tester_5574",0.96549368425
"436","Inbred_1351","Tester_5592",0.958108598833333
"437","Inbred_1351","Tester_5593",1.00211025633333
"438","Inbred_1352","Tester_2652",0.913868531875
"439","Inbred_1352","Tester_4251",0.957929639833333
"440","Inbred_1352","Tester_4252",0.9974343214
"441","Inbred_1352","Tester_4269",0.99272966275
"442","Inbred_1352","Tester_5311",1.0136874914
"443","Inbred_1352","Tester_5435",0.994019115583333
"444","Inbred_1352","Tester_5573",0.987407519083333
"445","Inbred_1352","Tester_5574",1.0591609895
"446","Inbred_1352","Tester_5604",1.02488150055556
"447","Inbred_1353","Tester_2652",0.96438144
"448","Inbred_1353","Tester_2747",0.989658351166667
"449","Inbred_1353","Tester_4252",0.958005748
"450","Inbred_1353","Tester_4269",1.12376709471429
"451","Inbred_1353","Tester_4505",0.978086815941176
"452","Inbred_1353","Tester_5197",1.17003387211111
"453","Inbred_1353","Tester_5300",1.01010950466667
"454","Inbred_1353","Tester_5311",1.0002386595
"455","Inbred_1353","Tester_5435",0.980966831166667
"456","Inbred_1353","Tester_5440",1.19333120522222
"457","Inbred_1353","Tester_5495",1.08475317233333
"458","Inbred_1353","Tester_5573",1.04860983292
"459","Inbred_1353","Tester_5574",1.04161032041667
"460","Inbred_1353","Tester_5578",1.007472517
"461","Inbred_1354","Tester_2636",0.938678602555556
"462","Inbred_1354","Tester_2652",1.02080810477778
"463","Inbred_1354","Tester_2724",1.03481993625
"464","Inbred_1354","Tester_2747",1.06258481177778
"465","Inbred_1354","Tester_4251",0.942006420454545
"466","Inbred_1354","Tester_4252",0.973329282166667
"467","Inbred_1354","Tester_4269",1.144244238625
"468","Inbred_1354","Tester_4270",1.05582695911111
"469","Inbred_1354","Tester_4348",1.07455941414286
"470","Inbred_1354","Tester_4353",0.996679130363636
"471","Inbred_1354","Tester_4356",1.01419285322222
"472","Inbred_1354","Tester_4359",1.00134135690909
"473","Inbred_1354","Tester_4360",1.02934072009091
"474","Inbred_1354","Tester_4392",0.934382859
"475","Inbred_1354","Tester_4541",1.0442904865
"476","Inbred_1354","Tester_5300",1.0030686756
"477","Inbred_1354","Tester_5311",1.02112944
"478","Inbred_1354","Tester_5435",1.00478429508333
"479","Inbred_1354","Tester_5440",1.07918470966667
"480","Inbred_1354","Tester_5483",1.0290478313
"481","Inbred_1354","Tester_5495",1.070413751
"482","Inbred_1354","Tester_5573",1.00922161325
"483","Inbred_1354","Tester_5574",1.0355680655
"484","Inbred_1354","Tester_5578",1.01915915022222
"485","Inbred_1354","Tester_5593",1.24001487325
"486","Inbred_1354","Tester_8080",1.051276039625
"487","Inbred_1355","Tester_2747",0.980603664
"488","Inbred_1355","Tester_4251",0.937552109916667
"489","Inbred_1355","Tester_5262",0.9788668001
"490","Inbred_1355","Tester_5305",1.01043024991667
"491","Inbred_1355","Tester_5307",1.06938458814286
"492","Inbred_1355","Tester_5311",0.9331751922
"493","Inbred_1355","Tester_5435",0.981452689416667
"494","Inbred_1355","Tester_5573",0.98295916225
"495","Inbred_1355","Tester_5574",0.98521135125
"496","Inbred_1357","Tester_4251",0.887885895363636
"497","Inbred_1357","Tester_4252",0.950176355454545
"498","Inbred_1357","Tester_4373",0.971098918117647
"499","Inbred_1357","Tester_4505",0.94124695
"500","Inbred_1357","Tester_5262",0.8922548093
"501","Inbred_1357","Tester_5305",1.0239074125
"502","Inbred_1357","Tester_5311",0.9562539553
"503","Inbred_1357","Tester_5435",0.98007394975
"504","Inbred_1357","Tester_5574",0.9806969645
"505","Inbred_1358","Tester_2636",0.954747021777778
"506","Inbred_1358","Tester_2652",0.97986259
"507","Inbred_1358","Tester_2724",1.03899933777778
"508","Inbred_1358","Tester_2747",1.014881826
"509","Inbred_1358","Tester_4252",0.971646964111111
"510","Inbred_1358","Tester_4359",0.980921988
"511","Inbred_1358","Tester_4360",0.976091792818182
"512","Inbred_1358","Tester_4361",0.929915774777778
"513","Inbred_1358","Tester_4370",1.1323969019
"514","Inbred_1358","Tester_4505",0.989968529333333
"515","Inbred_1358","Tester_4541",1.02356551166667
"516","Inbred_1358","Tester_5197",0.999948387375
"517","Inbred_1358","Tester_5262",1.0080038379
"518","Inbred_1358","Tester_5307",1.05375778713636
"519","Inbred_1358","Tester_5311",1.018194021
"520","Inbred_1358","Tester_5435",1.00161292956
"521","Inbred_1358","Tester_5481",1.021950100625
"522","Inbred_1358","Tester_5482",1.0252964148
"523","Inbred_1358","Tester_5483",1.003129921375
"524","Inbred_1358","Tester_5573",1.03529001012
"525","Inbred_1358","Tester_5593",1.020161044
"526","Inbred_1358","Tester_8050",0.930049429555556
"527","Inbred_1359","Tester_2652",0.967349687555556
"528","Inbred_1359","Tester_2724",1.02408638725
"529","Inbred_1359","Tester_2747",1.02346860925
"530","Inbred_1359","Tester_4251",0.957998623666667
"531","Inbred_1359","Tester_4252",0.976574377333333
"532","Inbred_1359","Tester_4269",1.08546921725
"533","Inbred_1359","Tester_4541",1.05570821644444
"534","Inbred_1359","Tester_5197",1.08711760033333
"535","Inbred_1359","Tester_5300",1.085669277625
"536","Inbred_1359","Tester_5305",1.01423306826667
"537","Inbred_1359","Tester_5307",1.07125681377273
"538","Inbred_1359","Tester_5311",1.0237622331
"539","Inbred_1359","Tester_5318",1.011881314
"540","Inbred_1359","Tester_5435",0.991385175916667
"541","Inbred_1359","Tester_5440",1.06992447511111
"542","Inbred_1359","Tester_5481",1.01413523933333
"543","Inbred_1359","Tester_5483",0.992359675444444
"544","Inbred_1359","Tester_5574",1.02693553558333
"545","Inbred_1359","Tester_5578",1.12018473466667
"546","Inbred_1359","Tester_7979",0.968080365111111
"547","Inbred_1360","Tester_2636",0.966302015111111
"548","Inbred_1360","Tester_2652",0.997377328375
